DMT-914-170111-MOSAIC
Coke analysis for 


Pearson Coal Petrography
Fri Jan 13 08:15:16 PST 2017
Petrographer: 

SUMMARY
Area, N pixels, % area
Total,5003366400
Coke,1312018675,26.22
Binder,3691347725,73.78
Rmax Threshold, 4.6000000000000005,,Anisotropy Threshold,0.41015625,,,,,,,
Rmax mean,7.704,,Additional:,, Rmin mean,4.317,Biref mean,3.388,FusedCarbon:,Rmax mean,7.995,Rmin mean,4.110,Biref mean,3.885,,
Predicted CSR,38
COMPONENT ANALYSIS
Area, N pixels, % area
Inert,239168116,18.23,LoInert,238586877,18.18,HiInert,581239,0.04
Pyrolytic,0,0.00
FusedInert,3945255,0.30
Spherulytic,7,0.00
HiBiref,21678280,1.65
MedBiref,442274897,33.71
LoBiref,604952004,46.11
Anth,0,0.00
Coke and Component Histograms
Romax,Coke,Inert,Pyrolytic,FusedInert,Spherulytic,HiBiref,MedBiref,LoBiref,LoInert,HiInert,Anth
0.000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
0.100, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
0.200, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
0.300, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
0.400, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
0.500, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
0.600, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
0.700, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
0.800, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
0.900, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
1.000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
1.100, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
1.200, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
1.300, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
1.400, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
1.500, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
1.600, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
1.700, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
1.800, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
1.900, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
2.000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
2.100, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
2.200, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
2.300, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
2.400, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
2.500, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
2.600, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
2.700, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
2.800, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
2.900, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
3.000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
3.100, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
3.200, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
3.300, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
3.400, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
3.500, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
3.600, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
3.700, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
3.800, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
3.900, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
4.000, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
4.100, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
4.200, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
4.300, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
4.400, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
4.500, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0
4.600, 0.6560571251015158, 0.11511840713700208, 0.0, 0.0, 0.0, 0.0, 1.7286339312205294E-4, 0.5407658545713917, 0.11511764495272904, 7.621842730249247E-7,0.0
4.700, 0.6774619271330112, 0.11948861932167239, 0.0, 0.0, 0.0, 0.0, 1.8681136531840907E-4, 0.5577864964460204, 0.11948793335582665, 6.859658457224322E-7,0.0
4.800, 0.7022868786528514, 0.12474723349498054, 0.0, 0.0, 0.0, 0.0, 1.8582052576347665E-4, 0.5773538246321075, 0.12474624265542561, 9.90839554932402E-7,0.0
4.900, 0.7349118715859743, 0.13290275765320186, 0.0, 0.0, 0.0, 0.0, 2.0289345347923495E-4, 0.6018062204792931, 0.1329018430320742, 9.146211276299098E-7,0.0
5.000, 0.7746781500652039, 0.14403095291307497, 0.0, 0.0, 0.0, 0.0, 2.3002721359892227E-4, 0.63041716993853, 0.14403003829194733, 9.146211276299098E-7,0.0
5.100, 0.8243344554527777, 0.16069016700543534, 0.0, 0.0, 0.0, 0.0, 3.403152779056289E-4, 0.6633039731694368, 0.1606888712921712, 1.295713264142372E-6,0.0
5.200, 0.8864763300720548, 0.1849533124976289, 0.0, 0.0, 0.0, 0.0, 7.218647249819062E-4, 0.700801152849444, 0.18495216922121938, 1.1432764095373871E-6,0.0
5.300, 0.9593650029409833, 0.219466159656607, 0.0, 0.0, 0.0, 0.0, 0.0016450985348969976, 0.7382537447494792, 0.21946494016177018, 1.2194948368398796E-6,0.0
5.400, 1.0746656483376658, 0.27591398422739677, 0.0, 0.0, 0.0, 0.0, 0.0035305137710787537, 0.7952210741207628, 0.2759119263298596, 2.0578975371672967E-6,0.0
5.500, 1.207417112412672, 0.35449282000502014, 0.0, 0.0, 0.0, 0.0, 0.006675590955288804, 0.8462487014523632, 0.3544911431996195, 1.6768054006548345E-6,0.0
5.600, 1.3888861757245947, 0.47096905842441605, 0.0, 0.0, 0.0, 0.0, 0.01153512544324112, 0.9063819918569376, 0.4709670767453062, 1.981679109864804E-6,0.0
5.700, 1.6186972338636874, 0.6282598835721602, 0.0, 0.0, 0.0, 0.0, 0.018166357273839872, 0.9722709167992597, 0.6282576732377685, 2.2103343917722816E-6,0.0
5.800, 1.882403388808471, 0.8159614801214625, 0.0, 0.0, 0.0, 0.0, 0.026592685504266925, 1.0398492231827416, 0.8159587362580797, 2.743863382889729E-6,0.0
5.900, 2.1536062358258734, 1.0090296923555604, 0.0, 0.0, 0.0, 0.0, 0.03685397237200149, 1.107722418661457, 1.0090267198368956, 2.9725186647972065E-6,0.0
6.000, 2.3890952619252923, 1.1662784449314336, 0.0, 0.0, 0.0, 0.0, 0.04902376865939046, 1.1737930483344683, 1.1662762345970419, 2.2103343917722816E-6,0.0
6.100, 2.5611630871031617, 1.2614966780103187, 0.0, 0.0, 0.0, 0.0, 0.06289338831247962, 1.2367730207803636, 1.261493705491654, 2.9725186647972065E-6,0.0
6.200, 2.6637805288861456, 1.2910138645701823, 0.0, 0.0, 0.0, 0.0, 0.07870589189593662, 1.2940607724200268, 1.291010510959381, 3.353610801309669E-6,0.0
6.300, 2.7009810664470915, 1.2625455197884283, 0.0, 0.0, 0.0, 0.0, 0.09671920256775308, 1.341716115435628, 1.2625424710513362, 3.0487370920996988E-6,0.0
6.400, 2.6863353907672085, 1.190904618792869, 0.0, 0.0, 0.0, 0.0, 0.11673408535896031, 1.3786966866153791, 1.1909001981240852, 4.420668783544563E-6,0.0
6.500, 2.634028742007045, 1.089045550361545, 0.0, 0.0, 0.0, 0.0, 0.13967590819543785, 1.4053071310132075, 1.089041282129616, 4.268231928939579E-6,0.0
6.600, 2.5611793978466046, 0.9726108509850288, 0.0, 0.0, 0.0, 0.0, 0.16488843041811124, 1.4236800402250374, 0.9726060492241088, 4.801760920057026E-6,0.0
6.700, 2.4798188181277223, 0.8539161228021391, 0.0, 0.0, 0.0, 0.0, 0.19405440246496491, 1.4318481404237633, 0.853909491798964, 6.631003175316846E-6,0.0
6.800, 2.3974327194694847, 0.7394237738269999, 0.0, 0.0, 0.0, 0.0, 0.22733975185223637, 1.4306691937902485, 0.7394163806395515, 7.39318744834177E-6,0.0
