Sample DMT-917-170109-MOSAIC.  Wed Jan 11 14:56:24 PST 2017

Apparent R'max,,,,,,Apparent R'min,,,,,,Apparent R'bi,,,,,,Apparent anisotropy (R'bi/R'max),
mean:,8.263,,,,,mean:,4.140,,,,,mean:,4.123,,,,,mean:,0.482
mode:,7.950,,,,,mode:,2.250,,,,,mode:,3.150,,,,,mode:,0.650
s.d.:,1.975,,,,,s.d.:,1.900,,,,,s.d.:,2.325,,,,,s.d.:,0.219

Apparent R'max, frequency (whole), frequency (binder excl), frequency %, cumulative probability, _,Apparent R'min, frequency (whole), frequency (binder excl), frequency %, cumulative probability, _,Apparent R'bi, frequency (whole), frequency (binder excl), frequency %, cumulative probability, _,Apparent anisotropy (R'bi/R'max), frequency (whole), frequency (binder excl), frequency %, cumulative probability, _,
8.200, 19242076, 19114241, 1.7026390384396275, 51.55062180757925,,8.200, 2339983, 2319971, 0.20665603162834564, 96.1867833401584 ,,8.200, 5147930, 5138196, 0.4576950294157293, 95.13847491409778 ,,0.320, 9481537, 4908772, 0.43732156018396257, 26.755008501444028 ,,
8.300, 19230883, 19108826, 1.702156686543303, 53.25277849412255,,8.300, 2237255, 2218782, 0.19764242017180558, 96.3844257603302 ,,8.300, 4858502, 4849374, 0.4319676352513359, 95.57044254934912 ,,0.324, 9343401, 4939101, 0.44002356500284995, 27.195032066446878 ,,
8.400, 19176361, 19060704, 1.6978701236707416, 54.95064861779329,,8.400, 2135674, 2119156, 0.18876803604932924, 96.57319379637953 ,,8.400, 4576652, 4568555, 0.4069531242312238, 95.97739567358035 ,,0.328, 9215432, 4970944, 0.4428604517926495, 27.63789251823953 ,,
8.500, 19169154, 19059641, 1.69777543483126, 56.648424052624556,,8.500, 2043206, 2027700, 0.18062141092832473, 96.75381520730785 ,,8.500, 4301068, 4293647, 0.38246514729406156, 96.3598608208744 ,,0.332, 9097959, 5002316, 0.44565537728238325, 28.08354789552191 ,,
8.600, 19110638, 19007399, 1.6931218747633419, 58.3415459273879,,8.600, 1952305, 1937924, 0.17262443514911613, 96.92643964245697 ,,8.600, 4024862, 4017971, 0.3579087592292212, 96.71776958010362 ,,0.336, 8977464, 5030549, 0.4481706498614873, 28.5317185453834 ,,
8.700, 19024812, 18927513, 1.6860058704069676, 60.027551797794864,,8.700, 1866232, 1852773, 0.16503944044479213, 97.09147908290177 ,,8.700, 3755638, 3749260, 0.3339727923939097, 97.05174237249753 ,,0.340, 8865066, 5059556, 0.45075487795280145, 28.9824734233362 ,,
8.800, 18956751, 18866042, 1.6805302188060527, 61.70808201660092,,8.800, 1783431, 1771067, 0.15776131596813892, 97.2492403988699 ,,8.800, 3490948, 3485177, 0.31044907386445036, 97.36219144636199 ,,0.344, 8758252, 5090370, 0.4535000913290814, 29.43597351466528 ,,
8.900, 18873187, 18787214, 1.6735084579042143, 63.38159047450513,,8.900, 1705651, 1695190, 0.15100242126132404, 97.40024282013123 ,,8.900, 3237217, 3231767, 0.2878760740403409, 97.65006752040233 ,,0.348, 8658356, 5124757, 0.4565636225931218, 29.892537137258405 ,,
9.000, 18758049, 18677163, 1.6637054461697007, 65.04529592067483,,9.000, 1628822, 1619827, 0.1442893121269396, 97.54453213225817 ,,9.000, 2989324, 2984443, 0.26584519677228496, 97.9159127171746 ,,0.352, 8564816, 5153406, 0.4591159565327935, 30.351653093791196 ,,
9.100, 18639853, 18563054, 1.6535409600131588, 66.69883688068799,,9.100, 1556635, 1548148, 0.1379043626206362, 97.6824364948788 ,,9.100, 2744361, 2739878, 0.24406008291733317, 98.15997280009195 ,,0.355, 8476489, 5184972, 0.4619281654454843, 30.81358125923668 ,,
9.200, 18486381, 18414935, 1.640346965455141, 68.33918384614313,,9.200, 1488545, 1480560, 0.13188382707700372, 97.8143203219558 ,,9.200, 2510738, 2506817, 0.22329971074572677, 98.38327251083767 ,,0.359, 8398512, 5220050, 0.465053257767583, 31.278634517004264 ,,
9.300, 18335125, 18268523, 1.6273050253176267, 69.96648887146075,,9.300, 1423746, 1416352, 0.12616437175674636, 97.94048469371255 ,,9.300, 2290559, 2286915, 0.20371150267453259, 98.58698401351221 ,,0.363, 8318933, 5248496, 0.46758750647601616, 31.74622202348028 ,,
9.400, 18132626, 18069922, 1.60961424619262, 71.57610311765337,,9.400, 1359681, 1352814, 0.12050459801922903, 98.06098929173179 ,,9.400, 2073660, 2070385, 0.1844236622108002, 98.771407675723 ,,0.367, 8247297, 5279561, 0.47035508139436943, 32.21657710487465 ,,
9.500, 17898176, 17838876, 1.5890333641541794, 73.16513648180755,,9.500, 1299864, 1293310, 0.11520416085600022, 98.17619345258778 ,,9.500, 1867249, 1864388, 0.16607406967393473, 98.93748174539694 ,,0.371, 8170178, 5307927, 0.4728822029180781, 32.68945930779273 ,,
9.600, 17629424, 17573310, 1.5653775444497895, 74.73051402625735,,9.600, 1239754, 1233597, 0.1098851066020361, 98.28607855918982 ,,9.600, 1672927, 1670352, 0.14878992700446272, 99.0862716724014 ,,0.375, 8114978, 5343809, 0.47607892344665853, 33.16553823123939 ,,
9.700, 17323252, 17270141, 1.5383721627218567, 76.26888618897921,,9.700, 1181866, 1176298, 0.10478108419991444, 98.39085964338973 ,,9.700, 1492770, 1490548, 0.13277352804477613, 99.21904520044617 ,,0.379, 8057365, 5378230, 0.47914548376420685, 33.644683715003595 ,,
9.800, 16954011, 16903369, 1.505701217252111, 77.77458740623132,,9.800, 1129675, 1124337, 0.10015255476595149, 98.49101219815569 ,,9.800, 1323776, 1321798, 0.11774178612331103, 99.33678698656949 ,,0.383, 8003184, 5409067, 0.4818927462060951, 34.12657646120969 ,,
9.900, 16531141, 16482837, 1.4682414928448957, 79.24282889907622,,9.900, 1077240, 1072362, 0.09552277825414024, 98.58653497640982 ,,9.900, 1165292, 1163620, 0.10365176613129023, 99.44043875270077 ,,0.387, 7949474, 5439872, 0.48463715777409355, 34.61121361898378 ,,
10.000, 16085961, 16040511, 1.4288404245358353, 80.67166932361205,,10.000, 1029752, 1025070, 0.09131014928258512, 98.67784512569241 ,,10.000, 1018160, 1016657, 0.09056074457274638, 99.53099949727353 ,,0.391, 7896883, 5469510, 0.4872776015349226, 35.0984912205187 ,,
10.100, 15565918, 15523472, 1.3827841471353468, 82.05445347074739,,10.100, 977029, 972601, 0.08663636873812672, 98.76448149443054 ,,10.100, 882758, 881524, 0.07852350379601544, 99.60952300106953 ,,0.395, 7853951, 5501512, 0.4901286536043622, 35.58861987412307 ,,
10.200, 15011010, 14970995, 1.3335711593928563, 83.38802463014025,,10.200, 930988, 926848, 0.08256082925289536, 98.84704232368344 ,,10.200, 762701, 761699, 0.06784985356941067, 99.67737285463895 ,,0.398, 7813772, 5529728, 0.4926424116567123, 36.08126228577978 ,,
10.300, 14398332, 14361175, 1.279250229860721, 84.66727486000097,,10.300, 888338, 884522, 0.07879055660952983, 98.92583288029296 ,,10.300, 653345, 652588, 0.05813057420471153, 99.73550342884366 ,,0.402, 7774481, 5564967, 0.4957818474380692, 36.577044133217846 ,,
10.400, 13745099, 13710462, 1.2212866750106923, 85.88856153501166,,10.400, 842647, 838985, 0.07473425775395794, 99.00056713804692 ,,10.400, 553459, 552869, 0.049247905922242916, 99.7847513347659 ,,0.406, 7734338, 5591678, 0.4981615253277886, 37.075205658545634 ,,
10.500, 13081017, 13048791, 1.162347014513402, 87.05090854952506,,10.500, 801189, 797752, 0.07106134625974893, 99.07162848430667 ,,10.500, 467353, 466902, 0.0415902243947609, 99.82634155916067 ,,0.410, 7708372, 5632099, 0.5017626244996785, 37.57696828304532 ,,
10.600, 12389954, 12360240, 1.101012964547377, 88.15192151407244,,10.600, 762027, 758762, 0.0675882344522353, 99.1392167187589 ,,10.600, 389574, 389267, 0.03467473234099531, 99.86101629150166 ,,0.414, 7672276, 5658697, 0.5041322352409744, 38.08110051828629 ,,
10.700, 11657301, 11629986, 1.0359641369022359, 89.18788565097468,,10.700, 720067, 717089, 0.06387612908279403, 99.2030928478417 ,,10.700, 322822, 322589, 0.028735256857502264, 99.88975154835916 ,,0.418, 7638868, 5690337, 0.5069510367995355, 38.588051555085826 ,,
10.800, 11005271, 10979919, 0.9780581257872073, 90.16594377676188,,10.800, 686695, 683857, 0.06091592257888808, 99.26400877042059 ,,10.800, 264849, 264696, 0.023578322723817054, 99.91332987108298 ,,0.422, 7608317, 5721527, 0.5097297479440208, 39.09778130302985 ,,
10.900, 10263308, 10239637, 0.9121160340947271, 91.07805981085662,,10.900, 647485, 644789, 0.05743586276621964, 99.3214446331868 ,,10.900, 215602, 215452, 0.019191815469413336, 99.93252168655239 ,,0.426, 7582845, 5755695, 0.5127737685398777, 39.61055507156972 ,,
11.000, 9576222, 9554418, 0.8510787886565974, 91.92913859951321,,11.000, 613253, 610655, 0.05439530881808755, 99.37583994200489 ,,11.000, 173045, 172931, 0.015404172813160784, 99.94792585936555 ,,0.430, 7550928, 5779730, 0.5149150421005608, 40.12547011367028 ,,
11.100, 8881987, 8862128, 0.7894116798280872, 92.7185502793413,,11.100, 579294, 576986, 0.05139617566991684, 99.42723611767481 ,,11.100, 138087, 138014, 0.012293871582513098, 99.96021973094807 ,,0.434, 7532628, 5816753, 0.5182134141012752, 40.64368352777156 ,,
11.200, 8213630, 8195091, 0.7299940322069417, 93.44854431154823,,11.200, 546196, 543896, 0.04844861809847221, 99.47568473577329 ,,11.200, 108286, 108202, 0.009638308381548845, 99.96985803932962 ,,0.438, 7513501, 5847367, 0.5209408095157438, 41.1646243372873 ,,
11.300, 7570611, 7554342, 0.6729180404769455, 94.12146235202518,,11.300, 516130, 514037, 0.045788868279017236, 99.5214736040523 ,,11.300, 83923, 83860, 0.007469996311312971, 99.97732803564092 ,,0.441, 7491448, 5880405, 0.5238841586273664, 41.68850849591467 ,,
11.400, 6940619, 6925713, 0.6169216618556199, 94.7383840138808,,11.400, 484397, 482372, 0.04296824541713165, 99.56444184946943 ,,11.400, 64209, 64165, 0.00571562500972331, 99.98304366065065 ,,0.445, 7473342, 5912688, 0.526760244933151, 42.21526874084782 ,,
11.500, 6348594, 6335128, 0.5643141282100587, 95.30269814209086,,11.500, 455321, 453483, 0.04039490027716599, 99.6048367497466 ,,11.500, 48725, 48662, 0.0043346644467101335, 99.98737832509737 ,,0.449, 7449208, 5935292, 0.5287740309770737, 42.744042771824894 ,,
11.600, 5786206, 5773705, 0.5143042577225049, 95.81700239981336,,11.600, 425900, 424179, 0.03778458818669717, 99.64262133793329 ,,11.600, 36213, 36154, 0.0032204894662438486, 99.99059881456361 ,,0.453, 7432780, 5966705, 0.5315726091489787, 43.275615380973875 ,,
11.700, 5243097, 5232139, 0.4660631890087853, 96.28306558882215,,11.700, 398759, 397198, 0.03538120194205687, 99.67800253987535 ,,11.700, 27015, 26962, 0.0024016937818461762, 99.99300050834545 ,,0.457, 7419724, 5997346, 0.5343024099882918, 43.80991779096217 ,,
11.800, 4744447, 4734428, 0.4217285916548634, 96.70479418047701,,11.800, 371157, 369728, 0.03293425704971527, 99.71093679692507 ,,11.800, 19780, 19732, 0.0017576671501887376, 99.99475817549565 ,,0.461, 7413610, 6034336, 0.5375978420253074, 44.347515632987474 ,,
11.900, 4286361, 4277228, 0.381002592208974, 97.085796772686,,11.900, 346058, 344785, 0.030712409708991684, 99.74164920663407 ,,11.900, 14476, 14423, 0.0012847574147158, 99.99604293291036 ,,0.465, 7391739, 6057400, 0.5396526093813961, 44.887168242368865 ,,
12.000, 3851960, 3843703, 0.3423854904815478, 97.42818226316754,,12.000, 320965, 319733, 0.028480852976449204, 99.77013005961051 ,,12.000, 10385, 10347, 9.216796068823672E-4, 99.99696461251725 ,,0.469, 7383435, 6088226, 0.5423988918353848, 45.429567134204255 ,,
12.100, 3457852, 3450425, 0.30735347033701477, 97.73553573350455,,12.100, 295936, 294874, 0.02626648810281542, 99.79639654771333 ,,12.100, 7574, 7542, 6.718186522766805E-4, 99.99763643116951 ,,0.473, 7377133, 6119403, 0.5451764448123525, 45.974743579016604 ,,
12.200, 3100533, 3093786, 0.27558514199847023, 98.01112087550302,,12.200, 272127, 271118, 0.024150375148229788, 99.82054692286155 ,,12.200, 5545, 5510, 4.908142102949495E-4, 99.9981272453798 ,,0.477, 7374105, 6154936, 0.5483420729975721, 46.523085652014174 ,,
12.300, 2778641, 2772411, 0.24695802460581331, 98.25807890010884,,12.300, 248866, 247873, 0.022079780535107084, 99.84262670339666 ,,12.300, 4122, 4091, 3.644139626708963E-4, 99.99849165934248 ,,0.480, 7364580, 6182728, 0.550818056970882, 47.07390370898506 ,,
12.400, 2487326, 2481616, 0.22105488154179884, 98.47913378165063,,12.400, 227678, 226764, 0.02019945437083919, 99.8628261577675 ,,12.400, 2948, 2922, 2.602829623379025E-4, 99.99875194230482 ,,0.484, 7357298, 6215262, 0.5537165048187399, 47.6276202138038 ,,
12.500, 2224296, 2219233, 0.19768259389391865, 98.67681637554455,,12.500, 204933, 204118, 0.018182216874225866, 99.88100837464172 ,,12.500, 2350, 2328, 2.073712307743453E-4, 99.9989593135356 ,,0.488, 7348526, 6241568, 0.5560601013357913, 48.18368031513959 ,,
12.600, 1989138, 1984511, 0.17677426484331046, 98.85359064038786,,12.600, 184242, 183574, 0.016352219208835766, 99.89736059385056 ,,12.600, 1752, 1723, 1.534796523299815E-4, 99.99911279318792 ,,0.492, 7348957, 6276125, 0.5591387778673713, 48.742819093006965 ,,
12.700, 1774721, 1770539, 0.1577142833178602, 99.01130492370572,,12.700, 164655, 163964, 0.014605419451325066, 99.91196601330189 ,,12.700, 1484, 1452, 1.293397882664731E-4, 99.99924213297619 ,,0.496, 7335116, 6298150, 0.56110098091185, 49.30392007391881 ,,
12.800, 1581744, 1577938, 0.14055796612783886, 99.15186288983357,,12.800, 145479, 144828, 0.012900842186678214, 99.92486685548856 ,,12.800, 1210, 1180, 1.0511084721380045E-4, 99.99934724382341 ,,0.500, 7341688, 6342124, 0.5650186161753191, 49.86893869009413 ,,
12.900, 1401568, 1398153, 0.1245432596309464, 99.2764061494645,,12.900, 127934, 127379, 0.01134653780275143, 99.93621339329131 ,,12.900, 969, 951, 8.471221669519003E-5, 99.9994319560401 ,,0.504, 7333287, 6367040, 0.5672383778577813, 50.43617706795191 ,,
13.000, 1240186, 1237067, 0.110194203754436, 99.38660035321894,,13.000, 110860, 110292, 0.0098244792889021, 99.94603787258022 ,,13.000, 865, 843, 7.509190186545236E-5, 99.99950704794196 ,,0.508, 7328619, 6395541, 0.5697775265057127, 51.00595459445763 ,,
13.100, 1088494, 1085496, 0.09669271542982333, 99.48329306864876,,13.100, 95241, 94763, 0.008441202724170654, 99.95447907530439 ,,13.100, 774, 753, 6.707497284067096E-5, 99.99957412291481 ,,0.512, 7329034, 6426973, 0.5725777973839898, 51.57853239184161 ,,
13.200, 951697, 948863, 0.08452185916934604, 99.56781492781812,,13.200, 80264, 79814, 0.0071095908131544655, 99.96158866611755 ,,13.200, 595, 571, 5.086296081277971E-5, 99.99962498587561 ,,0.516, 7333245, 6460246, 0.5755420826007408, 52.15407447444235 ,,
13.300, 822330, 819816, 0.07302674094866866, 99.64084166876678,,13.300, 67863, 67434, 0.006006817687301203, 99.96759548380484 ,,13.300, 555, 528, 4.703265027871749E-5, 99.9996720185259 ,,0.520, 7322508, 6479172, 0.5772281963269521, 52.73130267076931 ,,
13.400, 707951, 705631, 0.0628554849409502, 99.70369715370774,,13.400, 56583, 56203, 0.00500639402199765, 99.97260187782685 ,,13.400, 471, 446, 3.972833716725E-5, 99.99971174686307 ,,0.523, 7323701, 6510089, 0.5799825859535649, 53.311285256722876 ,,
13.500, 603054, 600882, 0.05352475940298546, 99.75722191311071,,13.500, 45993, 45556, 0.004057991318366011, 99.97665986914521 ,,13.500, 396, 376, 3.3492947925753365E-5, 99.99974523981099 ,,0.527, 7323664, 6538251, 0.5824915331562259, 53.8937767898791 ,,
13.600, 507974, 505945, 0.045068057282700226, 99.80228997039342,,13.600, 37505, 37133, 0.0033076958386356373, 99.97996756498384 ,,13.600, 311, 285, 2.5386941911807737E-5, 99.9997706267529 ,,0.531, 7319652, 6562599, 0.5846606918271439, 54.478437481706244 ,,
13.700, 423905, 422049, 0.037594854199777344, 99.8398848245932,,13.700, 30325, 29989, 0.0026713298280463234, 99.98263889481188 ,,13.700, 297, 276, 2.4585249009329597E-5, 99.99979521200191 ,,0.535, 7321149, 6589702, 0.5870752929220137, 55.06551277462825 ,,
13.800, 350456, 348763, 0.031066757971887023, 99.87095158256508,,13.800, 24153, 23868, 0.0021260895773720246, 99.98476498438926 ,,13.800, 194, 178, 1.5855704071234304E-5, 99.99981106770598 ,,0.539, 7316573, 6612232, 0.5890824863200661, 55.65459526094832 ,,
13.900, 283589, 282086, 0.02512737156538315, 99.89607895413046,,13.900, 19622, 19371, 0.001725510357100448, 99.98649049474636 ,,13.900, 191, 176, 1.567755009290583E-5, 99.99982674525607 ,,0.543, 7317742, 6638889, 0.5914573533600964, 56.24605261430842 ,,
14.000, 228831, 227461, 0.020261541032286664, 99.91634049516276,,14.000, 15597, 15399, 0.001371696556140096, 99.9878621913025 ,,14.000, 137, 120, 1.068923869970852E-5, 99.99983743449478 ,,0.547, 7313972, 6660283, 0.5933633407350601, 56.83941595504348 ,,
14.100, 180521, 179244, 0.015966515845754616, 99.9323070110085,,14.100, 13037, 12840, 0.0011437485408688117, 99.98900593984337 ,,14.100, 142, 128, 1.1401854613022422E-5, 99.99984883634939 ,,0.551, 7314046, 6685329, 0.5955946840926999, 57.43501063913618 ,,
14.200, 142173, 141018, 0.012561458857962468, 99.94486846986646,,14.200, 10573, 10385, 9.250645324706082E-4, 99.98993100437585 ,,14.200, 140, 119, 1.0600161710544283E-5, 99.9998594365111 ,,0.555, 7307269, 6701486, 0.5970341081376325, 58.03204474727381 ,,
14.300, 110562, 109441, 0.009748674771123334, 99.9546171446376,,14.300, 8828, 8646, 7.701596483139989E-4, 99.99070116402416 ,,14.300, 130, 110, 9.798468808066144E-6, 99.99986923497991 ,,0.559, 7309815, 6727362, 0.5993393960367894, 58.6313841433106 ,,
14.400, 84782, 83779, 0.007462781075190668, 99.96207992571279,,14.400, 7575, 7391, 6.583680269128807E-4, 99.99135953205106 ,,14.400, 93, 78, 6.948005154810539E-6, 99.99987618298506 ,,0.562, 7312037, 6751160, 0.601459555312726, 59.23284369862333 ,,
14.500, 65188, 64226, 0.005721058706062329, 99.96780098441884,,14.500, 7565, 7262, 6.468770953106939E-4, 99.99200640914638 ,,14.500, 102, 87, 7.749698057288678E-6, 99.99988393268312 ,,0.566, 7311471, 6771952, 0.6033119106226376, 59.836155609245964 ,,
14.600, 49791, 48910, 0.0043567555400228644, 99.97215773995887,,14.600, 8191, 7816, 6.962257473076816E-4, 99.99270263489369 ,,14.600, 104, 85, 7.571544078960202E-6, 99.9998915042272 ,,0.570, 7316192, 6798668, 0.6056920339614023, 60.44184764320737 ,,
14.700, 38377, 37512, 0.0033414560175288833, 99.9754991959764,,14.700, 9456, 8990, 8.008021325864967E-4, 99.99350343702628 ,,14.700, 93, 71, 6.3244662306608745E-6, 99.99989782869343 ,,0.574, 7314628, 6818465, 0.6074557449113022, 61.049303388118666 ,,
14.800, 29866, 29074, 0.002589824382961046, 99.97808902035936,,14.800, 9093, 8678, 7.730101119672545E-4, 99.99427644713825 ,,14.800, 108, 89, 7.927852035617152E-6, 99.99990575654546 ,,0.578, 7311353, 6834451, 0.6088799345988861, 61.658183322717555 ,,
14.900, 24068, 23301, 0.002075582924515902, 99.98016460328388,,14.900, 8786, 8531, 7.599157945601116E-4, 99.99503636293281 ,,14.900, 66, 54, 4.810157414868834E-6, 99.99991056670288 ,,0.582, 7316060, 6858126, 0.6109891358283087, 62.26917245854587 ,,
15.000, 19419, 18668, 0.0016628892337179888, 99.9818274925176,,15.000, 6861, 6697, 5.965485964328997E-4, 99.99563291152923 ,,15.000, 81, 64, 5.700927306511211E-6, 99.99991626763018 ,,0.586, 7312989, 6876017, 0.612583041602146, 62.88175550014801 ,,
15.100, 16076, 15383, 0.0013702713243134682, 99.9831977638419,,15.100, 5778, 5645, 5.028396038321216E-4, 99.99613575113307 ,,15.100, 91, 73, 6.5026202089893496E-6, 99.9999227702504 ,,0.590, 7310206, 6892126, 0.6140181893362441, 63.49577368948425 ,,
15.200, 13457, 12822, 0.0011421451550638554, 99.98433990899697,,15.200, 4756, 4646, 4.138516916570482E-4, 99.99654960282473 ,,15.200, 80, 66, 5.879081284839686E-6, 99.99992864933168 ,,0.594, 7307316, 6910088, 0.6156184204865245, 64.11139210997078 ,,
15.300, 11291, 10730, 9.557960937322702E-4, 99.9852957050907,,15.300, 3906, 3801, 3.385816358132674E-4, 99.99688818446053 ,,15.300, 79, 65, 5.790004295675448E-6, 99.99993443933597 ,,0.598, 7311996, 6933164, 0.617674256920322, 64.7290663668911 ,,
15.400, 9721, 9193, 8.188847613868369E-4, 99.9861145898521,,15.400, 3476, 3338, 2.9733898983022534E-4, 99.99718552345037 ,,15.400, 68, 56, 4.98831139319731E-6, 99.99993942764736 ,,0.602, 7308811, 6948907, 0.6190767977843051, 65.3481431646754 ,,
15.500, 8631, 8141, 7.251757687860589E-4, 99.98683976562087,,15.500, 3087, 2899, 2.58234191587125E-4, 99.99744375764196 ,,15.500, 81, 66, 5.879081284839686E-6, 99.99994530672865 ,,0.605, 7306470, 6964404, 0.6204574225552602, 65.96860058723067 ,,
15.600, 7867, 7372, 6.566755641187601E-4, 99.98749644118499,,15.600, 2639, 2480, 2.2091093312730941E-4, 99.99766466857508 ,,15.600, 81, 62, 5.522773328182735E-6, 99.99995082950198 ,,0.609, 7303671, 6980692, 0.6219085173651794, 66.59050910459584 ,,
15.700, 7268, 6819, 6.074159891109366E-4, 99.98810385717411,,15.700, 1999, 1870, 1.6657396973712444E-4, 99.99783124254482 ,,15.700, 69, 54, 4.810157414868834E-6, 99.99995563965939 ,,0.613, 7297249, 6989689, 0.6227100583772645, 67.2132191629731 ,,
15.800, 6724, 6211, 5.532571796990802E-4, 99.9886571143538,,15.800, 1888, 1750, 1.5588473103741592E-4, 99.99798712727585 ,,15.800, 55, 45, 4.0084645123906955E-6, 99.9999596481239 ,,0.617, 7289711, 6999410, 0.6235761004111068, 67.83679526338422 ,,
15.900, 6346, 5918, 5.271576218739586E-4, 99.98918427197567,,15.900, 2158, 1961, 1.7467997575107007E-4, 99.9981618072516 ,,15.900, 63, 44, 3.9193875232264575E-6, 99.99996356751143 ,,0.621, 7286262, 7013078, 0.6247937799212968, 68.46158904330551 ,,
16.000, 5971, 5557, 4.950008287856688E-4, 99.98967927280447,,16.000, 2047, 1860, 1.6568319984548206E-4, 99.99832749045146 ,,16.000, 54, 42, 3.741233544897982E-6, 99.99996730874497 ,,0.625, 7287250, 7028929, 0.6262059424846581, 69.08779498579017 ,,
16.100, 5400, 5011, 4.4636479270199496E-4, 99.99012563759716,,16.100, 2076, 1962, 1.7476905274023432E-4, 99.99850225950419 ,,16.100, 53, 40, 3.563079566569507E-6, 99.99997087182454 ,,0.629, 7279094, 7037081, 0.6269322026080901, 69.71472718839826 ,,
16.200, 5098, 4711, 4.196416959527237E-4, 99.99054527929312,,16.200, 1677, 1600, 1.4252318266278028E-4, 99.99864478268685 ,,16.200, 43, 30, 2.67230967492713E-6, 99.99997354413422 ,,0.633, 7272796, 7044565, 0.6275989507390721, 70.34232613913733 ,,
16.300, 4733, 4369, 3.8917736565855437E-4, 99.99093445665878,,16.300, 1926, 1828, 1.6283273619222647E-4, 99.99880761542305 ,,16.300, 40, 34, 3.0286176315840807E-6, 99.99997657275185 ,,0.637, 7262157, 7048153, 0.6279186049739683, 70.9702447441113 ,,
16.400, 4334, 3956, 3.523885691337242E-4, 99.9912868452279,,16.400, 1595, 1509, 1.3441717664883465E-4, 99.9989420325997 ,,16.400, 47, 38, 3.3849255882410313E-6, 99.99997995767744 ,,0.641, 7256789, 7055690, 0.6285900748648303, 71.59883481897613 ,,
16.500, 3965, 3630, 3.2334947066618274E-4, 99.99161019469858,,16.500, 1497, 1409, 1.255094777324109E-4, 99.99906754207743 ,,16.500, 45, 32, 2.8504636532556056E-6, 99.9999828081411 ,,0.645, 7248950, 7061596, 0.6291162392771205, 72.22795105825325 ,,
16.600, 3638, 3299, 2.938649872528201E-4, 99.99190405968584,,16.600, 1292, 1213, 1.080503878562203E-4, 99.99917559246529 ,,16.600, 32, 24, 2.1378477399417043E-6, 99.99998494598883 ,,0.648, 7242323, 7067024, 0.6295998187606815, 72.85755087701394 ,,
16.700, 3320, 3007, 2.678545064168627E-4, 99.99217191419224,,16.700, 1022, 948, 8.444498572769731E-5, 99.99926003745101 ,,16.700, 24, 14, 1.2470778482993275E-6, 99.99998619306668 ,,0.652, 7229784, 7066212, 0.6295274778357273, 73.48707835484966 ,,
16.800, 2993, 2747, 2.446944892341609E-4, 99.99241660868148,,16.800, 810, 752, 6.698589585150673E-5, 99.99932702334686 ,,16.800, 36, 24, 2.1378477399417043E-6, 99.99998833091442 ,,0.656, 7215891, 7063215, 0.6292604756779837, 74.11633883052764 ,,
16.900, 2739, 2529, 2.2527570559635707E-4, 99.99264188438708,,16.900, 621, 594, 5.291173156355718E-5, 99.99937993507842 ,,16.900, 30, 25, 2.226924729105942E-6, 99.99999055783915 ,,0.660, 7199224, 7056943, 0.6287017043955787, 74.74504053492322 ,,
17.000, 2525, 2325, 2.0710399980685258E-4, 99.99284898838688,,17.000, 852, 810, 7.215236122303251E-5, 99.99945208743965 ,,17.000, 16, 10, 8.907698916423767E-7, 99.99999144860904 ,,0.664, 7193713, 7061672, 0.6291230101026088, 75.37416354502584 ,,
17.100, 2325, 2149, 1.9142644971394677E-4, 99.9930404148366,,17.100, 829, 779, 6.939097455894114E-5, 99.99952147841421 ,,17.100, 23, 16, 1.4252318266278028E-6, 99.99999287384087 ,,0.668, 7170793, 7047999, 0.6279048851433735, 76.0020684301692 ,,
17.200, 2116, 1956, 1.7423459080524888E-4, 99.9932146494274,,17.200, 1048, 1004, 8.943329712089462E-5, 99.99961091171133 ,,17.200, 16, 11, 9.798468808066144E-7, 99.99999385368774 ,,0.672, 7160818, 7046840, 0.6278016300546766, 76.62987006022388 ,,
17.300, 1864, 1730, 1.5410319125413118E-4, 99.99336875261866,,17.300, 917, 889, 7.918944336700728E-5, 99.9996901011547 ,,17.300, 15, 10, 8.907698916423767E-7, 99.99999474445764 ,,0.676, 7146808, 7041010, 0.6272822364678747, 77.25715229669176 ,,
17.400, 1806, 1629, 1.4510641534854317E-4, 99.99351385903401,,17.400, 915, 898, 7.999113626948543E-5, 99.99977009229097 ,,17.400, 14, 9, 8.016929024781391E-7, 99.99999554615054 ,,0.680, 7124883, 7027474, 0.6260763168124802, 77.88322861350424 ,,
17.500, 1621, 1493, 1.3299194482220683E-4, 99.99364685097883,,17.500, 622, 604, 5.380250145519955E-5, 99.99982389479243 ,,17.500, 8, 7, 6.235389241496637E-7, 99.99999616968947 ,,0.684, 7102481, 7011890, 0.6246879412281372, 78.50791655473238 ,,
17.600, 1368, 1240, 1.1045546656365471E-4, 99.99375730644539,,17.600, 433, 423, 3.767956641647253E-5, 99.99986157435883 ,,17.600, 11, 5, 4.4538494582118836E-7, 99.99999661507441 ,,0.688, 7081254, 6997894, 0.6234410402605765, 79.13135759499295 ,,
17.700, 1303, 1195, 1.0644700205126402E-4, 99.99386375344744,,17.700, 338, 322, 2.868279051088453E-5, 99.99989025714935 ,,17.700, 11, 9, 8.016929024781391E-7, 99.99999741676731 ,,0.691, 7062998, 6984819, 0.6222761910071573, 79.75363378600011 ,,
