BWW-2-anisocolor-mosaic_component_histograms.csv






anisotropy,coke,fusedcarbon
0.0,0.0,0.0
0.00390625,5.902622153925487E-6,1.8598760613310415E-6
0.0078125,1.8494882748966527E-4,4.670355442897949E-5
0.01171875,0.001857207088482555,5.211786029640985E-4
0.015625,0.00919779880867589,0.002565182394366913
0.01953125,0.030024822705586974,0.008349810250897859
0.0234375,0.07141960917249442,0.020191021174705493
0.02734375,0.1355774796028005,0.03920949381918962
0.03125,0.2176635810552963,0.06503139309602268
0.03515625,0.30918691588691694,0.09596857150020323
0.0390625,0.40047111884666053,0.1301479271850752
0.04296875,0.48552760138615486,0.16507681292266355
0.046875,0.5612739839467626,0.1997165912591628
0.05078125,0.6272038518175344,0.2340720152111741
0.0546875,0.6852453949020856,0.2670726227789536
0.05859375,0.7343151036619563,0.29878454288912637
0.0625,0.7763678054750973,0.328347479536879
0.06640625,0.8132495075828278,0.35836153945595217
0.0703125,0.8454664733468111,0.38669220488662515
0.07421875,0.8730766695435845,0.4140724736499579
0.078125,0.8953436305474815,0.4396856535021305
0.08203125,0.9160653153413378,0.4646185320216474
0.0859375,0.9326590997088824,0.48879423433130675
0.08984375,0.9470855623009342,0.5121724631164466
0.09375,0.9594111454540467,0.5352787366908406
0.09765625,0.9694036793634986,0.5563949428796104
0.1015625,0.9773239388490645,0.5765967100048924
0.10546875,0.9843093137950204,0.5974192624288677
0.109375,0.9891777662777209,0.6164340153212292
0.11328125,0.9937324716905473,0.6348705534114123
0.1171875,0.99795526811918,0.653348628733632
0.12109375,1.0001468057804326,0.6703565753558173
0.125,1.0015920401124283,0.6862198715887011
0.12890625,1.0021833617728226,0.7024911006377035
0.1328125,1.002467898430499,0.7169129929230559
0.13671875,1.002484849550531,0.7318413914557773
0.140625,1.001521208646581,0.7459533043975745
0.14453125,1.0004637311853124,0.7594266598916479
0.1484375,0.9987823919671596,0.7716040950767651
0.15234375,0.9959624520704433,0.7833944693882297
0.15625,0.9940934397376527,0.7954474995301333
0.16015625,0.9908981536116612,0.8057648520010237
0.1640625,0.986467100565495,0.8150012031744893
0.16796875,0.9837394837332375,0.8253840646133178
0.171875,0.9811355192676403,0.8357514270849684
0.17578125,0.9767460872751238,0.8438381681996356
0.1796875,0.9716318435519624,0.8506647399563034
0.18359375,0.9681921283290839,0.8594193832298844
0.1875,0.9626972411516372,0.8662108239942826
0.19140625,0.9580715529236776,0.8727544879367323
0.1953125,0.9530302595563672,0.8788195437727329
0.19921875,0.9479656583990131,0.8847544082844402
0.203125,0.9427257947684733,0.8901110579939692
0.20703125,0.9364267888345188,0.8939791868957464
0.2109375,0.9311244179488618,0.8983986657232604
0.21484375,0.9252720437578876,0.9020140581335921
0.21875,0.9183827756085406,0.9055998991798384
0.22265625,0.9129313256761754,0.9090425297693623
0.2265625,0.9066521464986866,0.9112227178190336
0.23046875,0.9000180532455324,0.9128317172649806
0.234375,0.8938964286747677,0.9154936132145368
0.23828125,0.8870708785748258,0.9168854204670996
0.2421875,0.8806406528099111,0.9181792742470989
0.24609375,0.8733978327284725,0.9183148385466803
0.25,0.8657810285613327,0.9182203981733438
0.25390625,0.8593977210750772,0.9189219847542569
0.2578125,0.8518795966424081,0.9175981663043807
0.26171875,0.8448397359534929,0.9176275110155707
0.265625,0.8368940497878792,0.9161139852074386
0.26953125,0.8308049653136041,0.9159693281804462
0.2734375,0.8230265201090183,0.9135802140532185
0.27734375,0.8151904108264673,0.9116812805945996
0.28125,0.8085357340704172,0.9107691147129645
0.28515625,0.7994998789977593,0.906844156264869
0.2890625,0.7925933570298085,0.9052084985953761
0.29296875,0.784240238586288,0.9016730808556815
0.296875,0.7766182885434242,0.8992335434219022
0.30078125,0.7681387934460953,0.8953507421645301
0.3046875,0.7599103868142371,0.891853348557645
0.30859375,0.7517982164340256,0.8878589547365932
0.3125,0.7434257252818972,0.8836488152924267
0.31640625,0.73496091106531,0.8788418622854687
0.3203125,0.7267076831505482,0.8743851859367282
0.32421875,0.7180623092357654,0.8691008647406953
0.328125,0.710169595320251,0.8646956449629848
0.33203125,0.7017141647593957,0.8590784059519737
0.3359375,0.6931689840719436,0.8530695597036045
0.33984375,0.6847665257611877,0.847093777918548
0.34375,0.6757830375414852,0.8401264755399062
0.34765625,0.6678400756630194,0.8340492271830591
0.3515625,0.6589312026413138,0.8269707455465288
0.35546875,0.6501102635547732,0.8192904906777102
0.359375,0.642050762726089,0.8124973966901464
0.36328125,0.6324845797552937,0.8037882170536202
0.3671875,0.624296432033511,0.7961451597060281
0.37109375,0.6155331570249356,0.7879327736307731
0.375,0.6070211218311171,0.7795313001559494
0.37890625,0.5979142839433261,0.7705764102264318
0.3828125,0.5895548088297936,0.7620482585265419
0.38671875,0.5806202064294684,0.7525959550770661
0.390625,0.5720771446320203,0.7434819424178568
0.39453125,0.563226843783996,0.734013726695412
0.3984375,0.5551351055573942,0.7253378181750941
0.40234375,0.54595652810804,0.7149103197107937
0.40625,0.5372425929667,0.7048659557151277
0.41015625,0.5288681342738537,0.6953799678436522
0.4140625,0.5200237360479834,0.6851686283082576
0.41796875,0.5114920254469851,0.6750608218736106
0.421875,0.5029792335067366,0.6649912462246685
0.42578125,0.49469270874905513,0.6550729404953816
0.4296875,0.4864300971785614,0.6451951387336524
0.43359375,0.4773302213579263,0.6340350557540834
0.4375,0.46960353760915186,0.6246544608594167
0.44140625,0.46121530613127976,0.6143154098344774
0.4453125,0.45269222243958335,0.6036566667798849
0.44921875,0.44467161837740066,0.5935994903046852
0.453125,0.43614974547999213,0.5828510598933573
0.45703125,0.4286727880531145,0.5734014429315257
0.4609375,0.419847913885138,0.5622093287531226
0.46484375,0.41197517807537537,0.5522021622786831
0.46875,0.4041443660178342,0.5421338265471154
0.47265625,0.3959291267738579,0.531627593329552
0.4765625,0.3883344196024738,0.521851464792509
0.48046875,0.38070202645887613,0.5118858355501059
0.484375,0.37298412096868955,0.5020351053177138
0.48828125,0.3654699316174564,0.49212299917529795
0.4921875,0.3582374032874657,0.4827829082481891
0.49609375,0.3504420069628481,0.4724994468521941
0.5,0.34330270979303223,0.4631409638173677
0.50390625,0.3353762449867403,0.45269507324534974
0.5078125,0.3284111508451082,0.44348600025411694
0.51171875,0.32078193603651656,0.43352450406962784
0.515625,0.3137832423533929,0.4242296701266781
0.51953125,0.3072319371596796,0.41559054582179544
0.5234375,0.2998394326343889,0.40570096484501117
0.52734375,0.293412687903052,0.39723232917908385
0.53125,0.2863696488791309,0.38780234424234405
0.53515625,0.2801560039424794,0.37953850159605884
0.5390625,0.27346318716635787,0.37064664079973086
0.54296875,0.2666035834770665,0.3614596796683383
0.546875,0.26040295457901075,0.3531803380548753
0.55078125,0.25411393769793217,0.3447462134225305
0.5546875,0.24786200139192308,0.3363833840392033
0.55859375,0.24195256852012764,0.3284956496630983
0.5625,0.235667638069771,0.319980310442742
0.56640625,0.22976274567655555,0.3120861698268702
0.5703125,0.2237758219703291,0.30403455970447246
0.57421875,0.21800230075736,0.2962501517762193
0.578125,0.21226843305732238,0.2885463384772904
0.58203125,0.20695153264020952,0.2813880888230186
0.5859375,0.20105617525201191,0.2734296791565831
0.58984375,0.1960062549753997,0.26659752777173135
0.59375,0.1904679305528716,0.25910780687275126
0.59765625,0.1850874634356395,0.2518437509358793
0.6015625,0.17976087666422275,0.2446516102067122
0.60546875,0.17484247891714286,0.23801929217200568
0.609375,0.16994405927581469,0.2314012331871027
0.61328125,0.16500235373869107,0.22468480742384492
0.6171875,0.16028721808270657,0.21831266538482907
0.62109375,0.15580364683429918,0.21223645029246055
0.625,0.15101344193245966,0.20574796267316367
0.62890625,0.1462966414343292,0.1993460626171665
0.6328125,0.141876636886041,0.19335354194755788
0.63671875,0.13760147360445296,0.18754969537172653
0.640625,0.1329477857585837,0.18122363692845256
0.64453125,0.12874496743570277,0.17551340411437483
0.6484375,0.12462463447369078,0.169914763863977
0.65234375,0.12054032264174634,0.16437460638306323
0.65625,0.11645343787193992,0.15880861729018653
0.66015625,0.11260462552900852,0.15358050568178497
0.6640625,0.10869860315596983,0.14826993956799775
0.66796875,0.10480559682152697,0.1429599934128976
0.671875,0.10142218353303967,0.13836113987191306
0.67578125,0.09780372480339736,0.13342833525147174
0.6796875,0.09403043575417899,0.12829693719825938
0.68359375,0.09052125120902728,0.123509822869289
0.6875,0.0873916506731588,0.11924843350698817
0.69140625,0.08395753537386215,0.11457497827065466
0.6953125,0.08076149250144049,0.1102154287828947
0.69921875,0.07752488802037134,0.10580648925306163
0.703125,0.07434034769368554,0.10146223207958371
0.70703125,0.07130443236584987,0.09732256127285221
0.7109375,0.06843863363547605,0.09340834877533319
0.71484375,0.06545523650988172,0.08934348631684635
0.71875,0.06249030399717914,0.08529350286685015
0.72265625,0.05989163675659195,0.08175415872213719
0.7265625,0.05688099675951795,0.07764693242003114
0.73046875,0.05432213438114825,0.07415263860658151
0.734375,0.051850146492941465,0.07078171657186685
0.73828125,0.04914674554644359,0.06709172246618607
0.7421875,0.04665992542820898,0.06369765530715263
0.74609375,0.04420806699503993,0.060354424760462225
0.75,0.041967492165124215,0.057295135292468366
0.75390625,0.03950231499478733,0.05393165276199902
0.7578125,0.037263707705589594,0.05087587639323213
0.76171875,0.03520702225816156,0.04806891011089218
0.765625,0.03307859724917042,0.045164197008884494
0.76953125,0.030970150345931043,0.04228490221304834
0.7734375,0.028889249012743312,0.03944445816160443
0.77734375,0.027118613715851662,0.03702558601739556
0.78125,0.025227050339447544,0.034444904655850886
0.78515625,0.023189586251341262,0.03166211676230825
0.7890625,0.021515965846774388,0.029377362347410913
0.79296875,0.019909695874476666,0.02718436181820591
0.796875,0.018141482166160988,0.024770036037702517
0.80078125,0.016614973267584255,0.022685734931637527
0.8046875,0.015043816329638093,0.02054088452713143
0.80859375,0.013715574995718858,0.018727092061542258
0.8125,0.012149866632068624,0.016589474508385778
0.81640625,0.010855073490354968,0.014821558985642774
0.8203125,0.009610528311592679,0.013122252224273313
0.82421875,0.008428036340089607,0.011507673150142264
0.828125,0.007341197117337326,0.010023698706095797
0.83203125,0.006251633607437082,0.008536004509926667
0.8359375,0.005379861720088086,0.0073456838306748
0.83984375,0.004497495382719225,0.006140897448723692
0.84375,0.0037118412391031427,0.005068162267127088
0.84765625,0.0030608879600253604,0.004179348162706554
0.8515625,0.002412658968095543,0.003294253810408681
0.85546875,0.0019353033200575694,0.002642470577360003
0.859375,0.0014886715770772074,0.002032637882139125
0.86328125,0.0011177144770958903,0.0015261316347699712
0.8671875,8.153186036717076E-4,0.00111323914915448
0.87109375,5.951053925444875E-4,8.125591859059617E-4
0.875,4.261995893706198E-4,5.819345543009126E-4
0.87890625,2.9649325127025715E-4,4.0483302268305677E-4
0.8828125,2.0129455037745891E-4,2.7484835128558727E-4
0.88671875,1.3106848167434543E-4,1.789614076791869E-4
0.890625,8.884203088087849E-5,1.213052497779246E-4
0.89453125,5.312359938532938E-5,7.253516639191062E-5
0.8984375,2.9513110769627432E-5,4.029731466217257E-5
0.90234375,1.4226832883820405E-5,1.942537219612421E-5
0.90625,4.691827865940772E-6,6.406239766806921E-6
0.91015625,1.3621435739828047E-6,1.8598760613310415E-6
0.9140625,4.5404785799426827E-7,6.199586871103472E-7
0.91796875,0.0,0.0
0.921875,0.0,0.0
0.92578125,0.0,0.0
0.9296875,0.0,0.0
0.93359375,0.0,0.0
0.9375,0.0,0.0
0.94140625,0.0,0.0
0.9453125,0.0,0.0
0.94921875,0.0,0.0
0.953125,0.0,0.0
0.95703125,0.0,0.0
0.9609375,0.0,0.0
0.96484375,0.0,0.0
0.96875,0.0,0.0
0.97265625,0.0,0.0
0.9765625,0.0,0.0
0.98046875,0.0,0.0
0.984375,0.0,0.0
0.98828125,0.0,0.0
0.9921875,0.0,0.0
0.99609375,0.0,0.0
