ACARP-35486-DMT-2-170526-MOSAIC_component_histograms.csv,,
,,
,,
,,
,,
,,
,,
anisotropy,coke,fusedcarbon
0,0,0
0.00390625,8.21E-06,8.45E-07
0.0078125,2.41E-04,1.44E-05
0.01171875,0.002390911,1.63E-04
0.015625,0.011926826,7.59E-04
0.01953125,0.038290753,0.002441034
0.0234375,0.089452114,0.005841349
0.02734375,0.164992781,0.011446823
0.03125,0.255239177,0.019106688
0.03515625,0.344514768,0.028432894
0.0390625,0.421305668,0.039343433
0.04296875,0.479529642,0.051408264
0.046875,0.520447394,0.063409124
0.05078125,0.548128428,0.076417172
0.0546875,0.566266237,0.089455937
0.05859375,0.580115479,0.10270155
0.0625,0.589998733,0.115799777
0.06640625,0.599232064,0.129093015
0.0703125,0.607094619,0.142685254
0.07421875,0.614276596,0.156428825
0.078125,0.620335156,0.169047412
0.08203125,0.62583453,0.182187628
0.0859375,0.630954779,0.195525393
0.08984375,0.635023294,0.208114108
0.09375,0.63848551,0.220952506
0.09765625,0.640919621,0.233074263
0.1015625,0.643021531,0.245452748
0.10546875,0.644955029,0.257154044
0.109375,0.646595754,0.269388807
0.11328125,0.646890697,0.281036841
0.1171875,0.647291234,0.292640632
0.12109375,0.647437668,0.303687567
0.125,0.647109854,0.314816226
0.12890625,0.646343868,0.325684776
0.1328125,0.646081795,0.337135262
0.13671875,0.645156736,0.346664934
0.140625,0.643863823,0.356253504
0.14453125,0.643339206,0.3670919
0.1484375,0.641920609,0.37626931
0.15234375,0.64081266,0.386208452
0.15625,0.63959129,0.39584493
0.16015625,0.638265977,0.405289496
0.1640625,0.637159914,0.414067863
0.16796875,0.636211322,0.423103242
0.171875,0.6345556,0.431347299
0.17578125,0.633212036,0.439607982
0.1796875,0.631782875,0.448553182
0.18359375,0.630395593,0.455987318
0.1875,0.629187711,0.463735108
0.19140625,0.627866218,0.471865878
0.1953125,0.626410835,0.479706665
0.19921875,0.624530015,0.485122481
0.203125,0.623296241,0.493232961
0.20703125,0.621282617,0.49975657
0.2109375,0.620224517,0.507220015
0.21484375,0.618383972,0.512492671
0.21875,0.616647558,0.51844139
0.22265625,0.61501188,0.52470348
0.2265625,0.613335125,0.530345871
0.23046875,0.611756511,0.536348978
0.234375,0.609836171,0.540884421
0.23828125,0.608009114,0.545803689
0.2421875,0.606106317,0.550783546
0.24609375,0.603732195,0.555016889
0.25,0.602044121,0.560388461
0.25390625,0.599817424,0.563707614
0.2578125,0.597665948,0.567592077
0.26171875,0.595378979,0.571876428
0.265625,0.593356441,0.576384817
0.26953125,0.59099609,0.578780481
0.2734375,0.588672618,0.582117669
0.27734375,0.586194695,0.584956055
0.28125,0.584154047,0.589259851
0.28515625,0.581318174,0.591253372
0.2890625,0.579321244,0.5941949
0.29296875,0.576490747,0.596390196
0.296875,0.574243864,0.598464315
0.30078125,0.57151896,0.600443463
0.3046875,0.569031039,0.602868153
0.30859375,0.566506474,0.604589728
0.3125,0.564297557,0.606623265
0.31640625,0.561618634,0.608346249
0.3203125,0.559045352,0.609831949
0.32421875,0.556350537,0.610977223
0.328125,0.553952551,0.612750932
0.33203125,0.551537729,0.614821106
0.3359375,0.548988877,0.615005127
0.33984375,0.546033073,0.616179709
0.34375,0.543501528,0.617731916
0.34765625,0.54130308,0.619634413
0.3515625,0.539017621,0.620054027
0.35546875,0.536662504,0.6209623
0.359375,0.534124498,0.621713604
0.36328125,0.531293247,0.623282719
0.3671875,0.529092582,0.622793498
0.37109375,0.526472658,0.623808012
0.375,0.524104808,0.624338942
0.37890625,0.521817556,0.624459556
